model_id,model_name,architecture,augmentation,transfer_learning,optimizer,learning_rate,batch_size,epochs,train_accuracy,validation_accuracy,test_accuracy,train_loss,validation_loss,test_loss,model_path,confusion_matrix_path,notes
1,baseline_cnn,Conv2D(32) + MaxPool + Conv2D(64) + MaxPool + Dense(64),No,No,SGD,0.001,64,20,0.3790714144706726,0.37488889694213867,0.3709999918937683,1.7826135158538818,1.7795002460479736,1.7829903364181519,models/baseline_cnn.keras,results/confusion_matrices/model_1_baseline_cnn_confusion_matrix.png,Baseline CNN trained from scratch using SGD optimizer
